external_id,status,name,address,notes
P-01217,assigned,"Violet Pudjiastuti","Gg. Ujung No. 600, Malang 94870, Jambi","Generated Static Data"
P-01218,assigned,"Paris Zelaya Novitasari","Gg. Radio No. 48, Bandung 65355, Kaltara","Generated Static Data"
P-01219,assigned,"Dodo Nashiruddin S.Farm","Kpg. Sukabumi No. 292, Administrasi Jakarta Timur 18875, Riau","Generated Static Data"
P-01220,assigned,"Dartono Salahudin S.Pd","Ds. Dewi Sartika No. 882, Ambon 41745, Riau","Generated Static Data"
P-01221,assigned,"Prayogo Hutagalung S.Ked","Ki. Tubagus Ismail No. 470, Palembang 90371, DIY","Generated Static Data"
P-01222,assigned,"Ibrahim Suryono","Ki. Baya Kali Bungur No. 811, Tangerang Selatan 13639, Kalbar","Generated Static Data"
P-01223,assigned,"Eli Astuti","Psr. Mahakam No. 723, Palembang 62931, Sumbar","Generated Static Data"
P-01224,assigned,"Baktiadi Kuncara Simanjuntak","Ki. Baan No. 462, Pariaman 95065, Kalteng","Generated Static Data"
P-01225,assigned,"Ella Suryatmi","Jr. Ekonomi No. 239, Sibolga 74662, Sultra","Generated Static Data"
P-01226,assigned,"Samsul Widodo","Psr. K.H. Maskur No. 249, Pariaman 15183, Riau","Generated Static Data"
P-01227,assigned,"Gaduh Habibi","Dk. Sutoyo No. 755, Tangerang 95837, Jateng","Generated Static Data"
P-01228,assigned,"Talia Rina Susanti","Psr. Imam No. 213, Batam 96943, DIY","Generated Static Data"
P-01229,assigned,"Jarwa Pratama","Gg. Yap Tjwan Bing No. 362, Pariaman 23314, Pabar","Generated Static Data"
P-01230,assigned,"Oni Elma Hasanah","Dk. Mulyadi No. 57, Bontang 59185, Maluku","Generated Static Data"
P-01231,assigned,"Nadia Cinthia Permata","Jr. Monginsidi No. 130, Bekasi 80785, Malut","Generated Static Data"
P-01232,assigned,"Salwa Puspasari","Dk. K.H. Maskur No. 989, Sawahlunto 39848, Jambi","Generated Static Data"
P-01233,assigned,"Nurul Anastasia Laksmiwati M.Farm","Kpg. Imam Bonjol No. 443, Bandar Lampung 57554, Sulteng","Generated Static Data"
P-01234,assigned,"Ivan Ardianto S.Sos","Ds. Bayan No. 643, Dumai 15250, Pabar","Generated Static Data"
P-01235,assigned,"Nrima Setya Waluyo","Ki. Basuki Rahmat  No. 5, Padang 32961, Sulbar","Generated Static Data"
P-01236,assigned,"Citra Padmasari","Jln. Jakarta No. 698, Sorong 27435, NTB","Generated Static Data"
P-01237,assigned,"Ega Lukita Mansur S.Gz","Gg. Babakan No. 905, Lubuklinggau 66403, Papua","Generated Static Data"
P-01238,assigned,"Ivan Hardiansyah","Kpg. Jend. A. Yani No. 975, Tual 21058, Bali","Generated Static Data"
P-01239,assigned,"Karen Nurdiyanti S.I.Kom","Psr. Gading No. 631, Yogyakarta 22338, DIY","Generated Static Data"
P-01240,assigned,"Irma Haryanti","Jln. Bahagia No. 166, Singkawang 78423, Aceh","Generated Static Data"
P-01241,assigned,"Taswir Sitorus","Jr. Abang No. 358, Administrasi Jakarta Utara 87870, Gorontalo","Generated Static Data"
P-01242,assigned,"Niyaga Wahyu Megantara","Ds. Banceng Pondok No. 66, Palu 49554, Maluku","Generated Static Data"
P-01243,assigned,"Margana Elon Haryanto M.Pd","Gg. Kyai Gede No. 397, Langsa 43313, DIY","Generated Static Data"
P-01244,assigned,"Kezia Palastri","Ki. Kartini No. 301, Administrasi Jakarta Utara 62255, Sulut","Generated Static Data"
P-01245,assigned,"Gangsa Saputra","Ds. Yos No. 759, Bima 94962, Kaltim","Generated Static Data"
P-01246,assigned,"Yuni Hafshah Purwanti","Ki. Agus Salim No. 665, Bitung 45535, Sulteng","Generated Static Data"
P-01247,assigned,"Wadi Okta Haryanto","Jr. Madrasah No. 503, Tangerang 19420, Kaltara","Generated Static Data"
P-01248,assigned,"Usyi Puspita","Ds. Moch. Yamin No. 939, Tangerang 34294, Sumbar","Generated Static Data"
P-01249,assigned,"Harimurti Elon Wacana M.Kom.","Jr. Sutarjo No. 226, Tomohon 96310, Sulsel","Generated Static Data"
P-01250,assigned,"Lega Kusumo","Psr. Flores No. 949, Prabumulih 70721, Gorontalo","Generated Static Data"
P-01251,assigned,"Ida Zulaika","Kpg. Basuki No. 193, Manado 74796, Banten","Generated Static Data"
P-01252,assigned,"Usman Sinaga","Jln. Astana Anyar No. 749, Tangerang Selatan 96465, Sumut","Generated Static Data"
P-01253,assigned,"Eka Permata","Jln. Abdullah No. 278, Yogyakarta 86516, Sulbar","Generated Static Data"
P-01254,assigned,"Maya Nurdiyanti S.IP","Ds. K.H. Wahid Hasyim (Kopo) No. 623, Pagar Alam 25266, Sulut","Generated Static Data"
P-01255,assigned,"Dalima Purwanti M.Ak","Ki. Bakau No. 767, Tebing Tinggi 93596, Kalsel","Generated Static Data"
P-01256,assigned,"Rahmat Wira Siregar S.Ked","Jr. Industri No. 174, Cilegon 14018, Bengkulu","Generated Static Data"
P-01257,assigned,"Tasdik Tarihoran","Jln. Cemara No. 674, Bitung 48817, Babel","Generated Static Data"
P-01258,assigned,"Bahuwarna Damanik","Kpg. Bakit  No. 680, Tarakan 42688, Sulteng","Generated Static Data"
P-01259,assigned,"Gina Shania Usada","Jr. Wahidin No. 723, Denpasar 48142, Sumsel","Generated Static Data"
P-01260,assigned,"Gangsar Tomi Gunarto S.Farm","Psr. Cokroaminoto No. 265, Administrasi Jakarta Timur 38313, Banten","Generated Static Data"
P-01261,assigned,"Mursinin Dongoran","Gg. Sumpah Pemuda No. 851, Padangsidempuan 55200, Sulut","Generated Static Data"
P-01262,assigned,"Budi Raihan Wijaya S.H.","Ki. Sukajadi No. 667, Salatiga 16988, Kepri","Generated Static Data"
P-01263,assigned,"Harto Hasim Kurniawan S.Sos","Ki. Halim No. 977, Gorontalo 23708, Aceh","Generated Static Data"
P-01264,assigned,"Saadat Cager Wijaya S.T.","Dk. Dago No. 530, Padang 73435, Aceh","Generated Static Data"
P-01265,assigned,"Ibun Suryono","Dk. Juanda No. 749, Balikpapan 89863, Babel","Generated Static Data"
P-01266,assigned,"Galak Kuswoyo S.Farm","Kpg. Thamrin No. 596, Cilegon 70067, Bali","Generated Static Data"
P-01267,assigned,"Taswir Pratama","Kpg. Laksamana No. 933, Tidore Kepulauan 16277, Sumut","Generated Static Data"
P-01268,assigned,"Heryanto Wakiman Situmorang","Ki. Bass No. 930, Padangsidempuan 56964, Sumut","Generated Static Data"
P-01269,assigned,"Karen Jelita Halimah","Ds. Baranang Siang Indah No. 907, Bitung 98268, Sulsel","Generated Static Data"
P-01270,assigned,"Kayla Sudiati M.M.","Ki. Yosodipuro No. 398, Probolinggo 12000, Papua","Generated Static Data"
P-01271,assigned,"Gaduh Viman Najmudin","Ki. Bakau No. 150, Pangkal Pinang 29488, Sulbar","Generated Static Data"
P-01272,assigned,"Oskar Irawan S.E.I","Jr. Halim No. 835, Padangsidempuan 55111, Bali","Generated Static Data"
P-01273,assigned,"Asirwanda Surya Situmorang","Dk. Dahlia No. 448, Surakarta 53517, Maluku","Generated Static Data"
P-01274,assigned,"Teguh Kuncara Hidayat","Jln. Babakan No. 995, Banda Aceh 29143, Papua","Generated Static Data"
P-01275,assigned,"Himawan Damar Suryono M.TI.","Ds. Sampangan No. 400, Kendari 67817, Sulut","Generated Static Data"
P-01276,assigned,"Prabawa Mursita Maryadi","Dk. Sugiono No. 401, Kupang 93123, Sulbar","Generated Static Data"
P-01277,assigned,"Daliono Iswahyudi","Ds. Thamrin No. 649, Batu 95820, NTT","Generated Static Data"
P-01278,assigned,"Ratih Oktaviani","Gg. Baan No. 398, Samarinda 43201, Sumut","Generated Static Data"
P-01279,assigned,"Azalea Nasyiah M.Farm","Jln. Rajiman No. 839, Administrasi Jakarta Selatan 39008, Bali","Generated Static Data"
P-01280,assigned,"Asmianto Siregar S.IP","Ds. Yap Tjwan Bing No. 685, Tanjungbalai 10625, Aceh","Generated Static Data"
P-01281,assigned,"Gadang Putra S.Farm","Kpg. Ahmad Dahlan No. 428, Palembang 99292, Maluku","Generated Static Data"
P-01282,assigned,"Keisha Yolanda","Dk. B.Agam Dlm No. 932, Palangka Raya 54029, Sumbar","Generated Static Data"
P-01283,assigned,"Ellis Padmi Purwanti","Jr. Sadang Serang No. 198, Administrasi Jakarta Timur 78577, Bengkulu","Generated Static Data"
P-01284,assigned,"Ayu Farah Kuswandari S.E.I","Gg. Cikapayang No. 594, Palopo 52624, Sulut","Generated Static Data"
P-01285,assigned,"Calista Yunita Oktaviani S.T.","Gg. Ciumbuleuit No. 306, Palu 69158, Kaltara","Generated Static Data"
P-01286,assigned,"Warta Irawan M.M.","Jln. Thamrin No. 984, Surakarta 86537, DKI","Generated Static Data"
P-01287,assigned,"Betania Anggraini","Dk. Raden No. 205, Sungai Penuh 46407, Riau","Generated Static Data"
P-01288,assigned,"Garang Makara Hutagalung M.Pd","Dk. Yap Tjwan Bing No. 97, Malang 55465, Papua","Generated Static Data"
P-01289,assigned,"Siti Lailasari","Ds. Suniaraja No. 843, Lhokseumawe 88826, Sumbar","Generated Static Data"
P-01290,assigned,"Vinsen Ardianto S.Sos","Dk. Bappenas No. 599, Palangka Raya 12165, Sulbar","Generated Static Data"
P-01291,assigned,"Darimin Permadi","Jln. Suniaraja No. 62, Madiun 95343, Pabar","Generated Static Data"
P-01292,assigned,"Nadia Laksita","Ds. Raya Ujungberung No. 514, Solok 58634, Kaltim","Generated Static Data"
P-01293,assigned,"Purwadi Mangunsong","Dk. Baja No. 481, Tangerang 34742, Banten","Generated Static Data"
P-01294,assigned,"Rudi Jailani","Dk. Pelajar Pejuang 45 No. 546, Bandar Lampung 48988, Bengkulu","Generated Static Data"
P-01295,assigned,"Muhammad Warta Wasita","Psr. Pintu Besar Selatan No. 290, Probolinggo 62873, Riau","Generated Static Data"
P-01296,assigned,"Bahuraksa Hutagalung","Jln. Dago No. 252, Subulussalam 12442, NTT","Generated Static Data"
P-01297,assigned,"Yoga Prayoga","Dk. Setiabudhi No. 761, Salatiga 50676, Pabar","Generated Static Data"
P-01298,assigned,"Nurul Umi Yolanda M.Pd","Jln. Kebonjati No. 855, Bandung 17465, Aceh","Generated Static Data"
P-01299,assigned,"Nugraha Putra S.E.I","Ki. Baiduri No. 435, Padangpanjang 98477, Lampung","Generated Static Data"
P-01300,assigned,"Raden Saputra","Jr. Gambang No. 242, Pekanbaru 11446, Kaltara","Generated Static Data"
P-01301,assigned,"Kawaca Wijaya","Gg. Sutarjo No. 547, Metro 19697, Kalbar","Generated Static Data"
P-01302,assigned,"Sari Wahyuni","Jr. Eka No. 235, Bitung 68221, Malut","Generated Static Data"
P-01303,assigned,"Eja Haryanto","Ki. Basoka Raya No. 680, Blitar 91262, Jateng","Generated Static Data"
P-01304,assigned,"Endah Wahyuni M.Kom.","Kpg. Bazuka Raya No. 103, Banda Aceh 38366, Sulut","Generated Static Data"
P-01305,assigned,"Queen Natalia Pudjiastuti S.Pd","Jln. Bayam No. 548, Sawahlunto 11742, Lampung","Generated Static Data"
P-01306,assigned,"Dinda Zizi Zulaika","Ki. S. Parman No. 183, Bukittinggi 90196, Jateng","Generated Static Data"
P-01307,assigned,"Rina Lailasari","Jln. Mahakam No. 576, Jayapura 91992, Sulteng","Generated Static Data"
P-01308,assigned,"Halim Lazuardi","Kpg. Achmad No. 804, Denpasar 82143, Sulut","Generated Static Data"
P-01309,assigned,"Elvina Usamah","Ki. Baing No. 347, Ternate 66479, Kalbar","Generated Static Data"
P-01310,assigned,"Tasdik Setiawan","Dk. Halim No. 235, Kendari 20429, Sumsel","Generated Static Data"
P-01311,assigned,"Uchita Aryani","Ds. Bappenas No. 993, Pematangsiantar 95194, NTB","Generated Static Data"
P-01312,assigned,"Eli Mulyani","Jr. Bakau Griya Utama No. 802, Tebing Tinggi 26278, Pabar","Generated Static Data"
P-01313,assigned,"Darimin Indra Thamrin S.Psi","Jr. Sugiyopranoto No. 330, Bau-Bau 43777, Jambi","Generated Static Data"
P-01314,assigned,"Ega Januar S.Pt","Jr. Asia Afrika No. 920, Cilegon 76220, Sulbar","Generated Static Data"
P-01315,assigned,"Hilda Rina Farida S.H.","Psr. Kartini No. 87, Kendari 83531, Sulbar","Generated Static Data"
P-01316,assigned,"Gasti Gasti Melani","Ki. Cikapayang No. 385, Padangsidempuan 55978, Maluku","Generated Static Data"
P-01317,assigned,"Tania Belinda Hasanah","Ds. Bayam No. 501, Sawahlunto 60034, Sumbar","Generated Static Data"
P-01318,assigned,"Lamar Martaka Zulkarnain","Psr. Halim No. 548, Sungai Penuh 28105, Sumsel","Generated Static Data"
P-01319,assigned,"Qori Astuti","Psr. Acordion No. 143, Administrasi Jakarta Utara 92002, Jabar","Generated Static Data"
P-01320,assigned,"Tania Yuliarti","Kpg. Bakau No. 789, Pontianak 21399, Jateng","Generated Static Data"
P-01321,assigned,"Ratna Septi Widiastuti S.Pt","Gg. Juanda No. 507, Tangerang Selatan 60268, NTB","Generated Static Data"
P-01322,assigned,"Hesti Fujiati S.H.","Kpg. Gegerkalong Hilir No. 169, Kediri 99964, Jambi","Generated Static Data"
P-01323,assigned,"Cakrawangsa Lazuardi","Dk. Lumban Tobing No. 683, Madiun 10005, Lampung","Generated Static Data"
P-01324,assigned,"Harjasa Wahyudin","Psr. Imam No. 299, Cimahi 29514, Sulsel","Generated Static Data"
P-01325,assigned,"Aurora Vicky Winarsih S.Farm","Jln. Bakit  No. 147, Tebing Tinggi 94998, Pabar","Generated Static Data"
P-01326,assigned,"Asirwada Sihombing S.IP","Gg. Ciwastra No. 815, Tebing Tinggi 72703, Sulteng","Generated Static Data"
P-01327,assigned,"Dirja Narpati S.E.","Dk. Madiun No. 466, Bekasi 95572, NTT","Generated Static Data"
P-01328,assigned,"Raihan Firgantoro","Ki. Bahagia  No. 233, Sabang 55782, Babel","Generated Static Data"
P-01329,assigned,"Karimah Dalima Purnawati S.Gz","Dk. Tambak No. 772, Tanjungbalai 41482, Sumsel","Generated Static Data"
P-01330,assigned,"Maria Zaenab Riyanti S.E.I","Psr. Karel S. Tubun No. 686, Kupang 12852, Lampung","Generated Static Data"
P-01331,assigned,"Lembah Dabukke","Ki. Dewi Sartika No. 465, Malang 68406, Sumbar","Generated Static Data"
P-01332,assigned,"Unggul Permadi M.TI.","Ds. Rajawali Barat No. 430, Jambi 65308, NTB","Generated Static Data"
P-01333,assigned,"Ibrani Budiyanto S.T.","Ds. Sutan Syahrir No. 558, Cimahi 63196, Kalteng","Generated Static Data"
P-01334,assigned,"Kasim Budiyanto","Psr. Camar No. 346, Jayapura 60529, Kaltim","Generated Static Data"
P-01335,assigned,"Atmaja Kurniawan","Jln. Soekarno Hatta No. 32, Palangka Raya 36397, Bali","Generated Static Data"
P-01336,assigned,"Eja Jarwa Ramadan","Jln. Jagakarsa No. 490, Tanjungbalai 52920, Jatim","Generated Static Data"
P-01337,assigned,"Dwi Rajasa","Jr. Villa No. 726, Jayapura 26477, Riau","Generated Static Data"
P-01338,assigned,"Daru Luis Suwarno","Gg. Sadang Serang No. 223, Payakumbuh 80585, Papua","Generated Static Data"
P-01339,assigned,"Wardaya Salahudin S.Pt","Psr. Haji No. 390, Langsa 55170, Papua","Generated Static Data"
P-01340,assigned,"Endah Yunita Sudiati","Psr. Basket No. 919, Banjarbaru 98417, DIY","Generated Static Data"
P-01341,assigned,"Gabriella Elisa Yuliarti","Ds. Bacang No. 276, Administrasi Jakarta Timur 86109, Sulteng","Generated Static Data"
P-01342,assigned,"Ayu Kania Suryatmi","Ki. Krakatau No. 779, Bima 62623, Pabar","Generated Static Data"
P-01343,assigned,"Utama Kuswoyo","Kpg. Lembong No. 852, Pangkal Pinang 70313, Jambi","Generated Static Data"
P-01344,assigned,"Prakosa Pradipta","Jr. Achmad Yani No. 866, Dumai 74888, Bali","Generated Static Data"
P-01345,assigned,"Nilam Padma Hariyah S.E.I","Kpg. Acordion No. 960, Banjar 41886, Gorontalo","Generated Static Data"
P-01346,assigned,"Cakrajiya Respati Suryono S.IP","Psr. Cokroaminoto No. 450, Yogyakarta 21283, Riau","Generated Static Data"
P-01347,assigned,"Dasa Daniswara Kuswoyo S.E.","Jr. Wahid Hasyim No. 102, Makassar 76246, Jatim","Generated Static Data"
P-01348,assigned,"Upik Catur Hutapea","Jr. Bacang No. 724, Pematangsiantar 13314, Riau","Generated Static Data"
P-01349,assigned,"Azalea Kuswandari","Kpg. Zamrud No. 548, Probolinggo 68771, Bali","Generated Static Data"
P-01350,assigned,"Restu Winarsih","Jln. Tangkuban Perahu No. 86, Kediri 66464, Kaltim","Generated Static Data"
P-01351,assigned,"Upik Maulana","Jr. Yosodipuro No. 429, Blitar 92692, Kalsel","Generated Static Data"
P-01352,assigned,"Latika Safitri S.E.I","Kpg. Suprapto No. 346, Tangerang 16961, DKI","Generated Static Data"
P-01353,assigned,"Purwadi Lazuardi","Jr. K.H. Maskur No. 980, Palembang 33669, DKI","Generated Static Data"
P-01354,assigned,"Ophelia Suryatmi","Ki. Ahmad Dahlan No. 137, Gorontalo 54578, DIY","Generated Static Data"
P-01355,assigned,"Ghaliyati Pudjiastuti","Gg. Ujung No. 507, Administrasi Jakarta Barat 52322, Papua","Generated Static Data"
P-01356,assigned,"Nasim Kacung Mangunsong M.Kom.","Ki. Cemara No. 930, Sawahlunto 76628, Sumut","Generated Static Data"
P-01357,assigned,"Purwanto Jindra Budiman S.IP","Gg. Nangka No. 749, Tual 13801, Jateng","Generated Static Data"
P-01358,assigned,"Among Karya Tamba S.Pd","Dk. Fajar No. 457, Solok 56557, Kalbar","Generated Static Data"
P-01359,assigned,"Teddy Bagiya Tarihoran M.Ak","Ki. Nanas No. 612, Makassar 82073, Sumut","Generated Static Data"
P-01360,assigned,"Keisha Amelia Nurdiyanti S.Ked","Jr. Cut Nyak Dien No. 213, Semarang 62100, Jambi","Generated Static Data"
P-01361,assigned,"Fathonah Zahra Mayasari S.Ked","Ds. Supomo No. 122, Batu 83470, Jateng","Generated Static Data"
P-01362,assigned,"Hasim Muhammad Marbun M.Ak","Psr. PHH. Mustofa No. 92, Banjar 23398, Sumsel","Generated Static Data"
P-01363,assigned,"Imam Tasnim Wahyudin S.H.","Dk. Nanas No. 605, Madiun 34614, Kepri","Generated Static Data"
P-01364,assigned,"Bahuwirya Ian Zulkarnain","Kpg. Basuki No. 759, Padang 29565, DKI","Generated Static Data"
P-01365,assigned,"Natalia Laksmiwati","Ki. Dewi Sartika No. 6, Tual 10415, Sulsel","Generated Static Data"
P-01366,assigned,"Dalima Fujiati","Psr. Abdul Muis No. 641, Cirebon 99639, Bengkulu","Generated Static Data"
P-01367,assigned,"Estiawan Emas Firmansyah","Jr. Pahlawan No. 579, Lubuklinggau 79605, Malut","Generated Static Data"
P-01368,assigned,"Sabri Hutagalung","Gg. Ir. H. Juanda No. 559, Pekanbaru 33195, Bali","Generated Static Data"
P-01369,assigned,"Pia Permata","Psr. Baranang Siang Indah No. 856, Tomohon 56851, NTT","Generated Static Data"
P-01370,assigned,"Yunita Syahrini Zulaika M.Farm","Kpg. Honggowongso No. 954, Serang 79961, Sumut","Generated Static Data"
P-01371,assigned,"Opung Sinaga","Ki. Mahakam No. 168, Blitar 18332, Aceh","Generated Static Data"
P-01372,assigned,"Endah Zaenab Pudjiastuti","Jr. Laksamana No. 173, Kupang 19332, Banten","Generated Static Data"
P-01373,assigned,"Titin Astuti S.I.Kom","Jr. Ters. Buah Batu No. 281, Padang 69363, Sulteng","Generated Static Data"
P-01374,assigned,"Eli Yuliarti S.IP","Jln. Basmol Raya No. 669, Solok 66323, Kalsel","Generated Static Data"
P-01375,assigned,"Nasim Suryono S.Gz","Jln. Ikan No. 990, Payakumbuh 30734, Sumbar","Generated Static Data"
P-01376,assigned,"Xanana Irsad Nababan","Ds. Gotong Royong No. 412, Padangsidempuan 43774, Bali","Generated Static Data"
P-01377,assigned,"Ika Zulaikha Puspasari M.M.","Kpg. Ters. Buah Batu No. 437, Padangsidempuan 12232, Maluku","Generated Static Data"
P-01378,assigned,"Intan Rina Suartini S.Kom","Gg. Pelajar Pejuang 45 No. 260, Depok 47434, Papua","Generated Static Data"
P-01379,assigned,"Victoria Kania Aryani S.E.I","Gg. R.E. Martadinata No. 326, Blitar 16740, Gorontalo","Generated Static Data"
P-01380,assigned,"Prabawa Warsa Kurniawan","Ki. Agus Salim No. 681, Parepare 22271, Kaltara","Generated Static Data"
P-01381,assigned,"Prabu Hidayanto","Jln. Pattimura No. 417, Administrasi Jakarta Timur 68056, Banten","Generated Static Data"
P-01382,assigned,"Violet Zahra Zulaika M.Farm","Dk. Antapani Lama No. 342, Bukittinggi 79287, Bengkulu","Generated Static Data"
P-01383,assigned,"Elma Lestari","Kpg. Abdullah No. 180, Manado 18333, Sulsel","Generated Static Data"
P-01384,assigned,"Ira Purwanti","Ki. Bambon No. 884, Pasuruan 47754, Sultra","Generated Static Data"
P-01385,assigned,"Hilda Elisa Farida","Dk. Bank Dagang Negara No. 592, Kediri 62412, Babel","Generated Static Data"
P-01386,assigned,"Kemal Parman Sihombing M.M.","Kpg. Baja Raya No. 671, Mataram 20588, Jatim","Generated Static Data"
P-01387,assigned,"Laras Usamah","Dk. Kyai Gede No. 66, Bontang 69505, Sulbar","Generated Static Data"
P-01388,assigned,"Unjani Wulandari","Jr. Abdul No. 992, Cimahi 46001, Banten","Generated Static Data"
P-01389,assigned,"Ajiman Edward Napitupulu","Ds. Gading No. 125, Lubuklinggau 28558, Kalsel","Generated Static Data"
P-01390,assigned,"Jefri Ardianto S.Pd","Kpg. Jend. A. Yani No. 624, Jayapura 45163, Kalsel","Generated Static Data"
P-01391,assigned,"Xanana Kemba Mahendra S.Kom","Psr. Bak Air No. 900, Sukabumi 65943, Maluku","Generated Static Data"
P-01392,assigned,"Julia Citra Pratiwi","Jln. Bara Tambar No. 217, Sibolga 20903, Sulsel","Generated Static Data"
P-01393,assigned,"Ega Tamba S.E.","Dk. Abang No. 213, Ternate 41050, Bali","Generated Static Data"
P-01394,assigned,"Jagapati Januar","Ds. Rajawali Barat No. 170, Medan 93692, Gorontalo","Generated Static Data"
P-01395,assigned,"Kania Puspita","Dk. Wora Wari No. 186, Ambon 63588, Sumbar","Generated Static Data"
P-01396,assigned,"Olga Cahyanto Habibi M.M.","Jln. Bhayangkara No. 321, Samarinda 38126, Kepri","Generated Static Data"
P-01397,assigned,"Qori Silvia Handayani","Ds. Baladewa No. 607, Mataram 17846, Sumsel","Generated Static Data"
P-01398,assigned,"Imam Wacana","Kpg. Reksoninten No. 884, Bima 58467, Kalteng","Generated Static Data"
P-01399,assigned,"Dinda Kamila Handayani","Ki. Setiabudhi No. 855, Bau-Bau 21233, Aceh","Generated Static Data"
P-01400,assigned,"Ganda Prabowo M.Kom.","Psr. Jagakarsa No. 445, Sibolga 92212, Gorontalo","Generated Static Data"
P-01401,assigned,"Kasiyah Anggraini","Ki. S. Parman No. 964, Langsa 58687, Lampung","Generated Static Data"
P-01402,assigned,"Nyoman Bakti Tarihoran","Ki. K.H. Wahid Hasyim (Kopo) No. 165, Pangkal Pinang 66866, Banten","Generated Static Data"
P-01403,assigned,"Cahyadi Ikin Tamba","Gg. Gading No. 68, Tangerang Selatan 32618, Sultra","Generated Static Data"
P-01404,assigned,"Eja Gunawan","Psr. Sudiarto No. 845, Serang 53313, DIY","Generated Static Data"
P-01405,assigned,"Zulfa Sari Sudiati S.Pt","Kpg. Monginsidi No. 958, Bogor 12351, Bali","Generated Static Data"
P-01406,assigned,"Jane Palastri","Dk. Villa No. 93, Balikpapan 82460, Sulteng","Generated Static Data"
P-01407,assigned,"Wakiman Malik Prasetyo","Ki. Elang No. 711, Dumai 19277, NTT","Generated Static Data"
P-01408,assigned,"Mariadi Praba Habibi S.E.I","Ds. Arifin No. 648, Palu 42038, Sulsel","Generated Static Data"
P-01409,assigned,"Gada Suryono","Jln. Rajawali Timur No. 464, Kupang 45865, Pabar","Generated Static Data"
P-01410,assigned,"Marsudi Nyoman Manullang S.I.Kom","Dk. Banceng Pondok No. 191, Tasikmalaya 43474, Sulsel","Generated Static Data"
P-01411,assigned,"Wardi Hidayat","Dk. Dahlia No. 238, Administrasi Jakarta Barat 66013, Riau","Generated Static Data"
P-01412,assigned,"Zamira Safitri","Jr. Merdeka No. 144, Lubuklinggau 98320, Sumbar","Generated Static Data"
P-01413,assigned,"Irsad Tarihoran","Ds. B.Agam Dlm No. 78, Bukittinggi 77795, Sumsel","Generated Static Data"
P-01414,assigned,"Nurul Hartati","Jr. Baik No. 869, Tangerang Selatan 99619, Jabar","Generated Static Data"
P-01415,assigned,"Wani Usada S.IP","Gg. Bank Dagang Negara No. 443, Palopo 72990, DKI","Generated Static Data"
P-01416,assigned,"Jarwi Iswahyudi","Dk. Badak No. 26, Semarang 65843, Jateng","Generated Static Data"
P-01417,assigned,"Melinda Fujiati S.IP","Gg. S. Parman No. 739, Depok 54363, Sulsel","Generated Static Data"
P-01418,assigned,"Teddy Tamba","Ds. Adisumarmo No. 406, Kupang 67071, NTB","Generated Static Data"
P-01419,assigned,"Pranata Permadi","Gg. Yosodipuro No. 590, Sabang 81887, NTB","Generated Static Data"
P-01420,assigned,"Shania Yolanda","Ki. R.E. Martadinata No. 265, Sabang 59275, Sulbar","Generated Static Data"
P-01421,assigned,"Oliva Halimah","Psr. Asia Afrika No. 449, Ternate 99322, Lampung","Generated Static Data"
P-01422,assigned,"Eka Pangestu Sihombing","Ki. Basudewo No. 896, Administrasi Jakarta Pusat 43336, Sulbar","Generated Static Data"
P-01423,assigned,"Daru Himawan Adriansyah S.Gz","Jr. Laswi No. 900, Bogor 34068, Papua","Generated Static Data"
P-01424,assigned,"Uli Uyainah","Psr. Yosodipuro No. 1, Malang 80346, Jatim","Generated Static Data"
P-01425,assigned,"Zizi Zelaya Mulyani M.Farm","Jln. Arifin No. 73, Solok 83671, Maluku","Generated Static Data"
P-01426,assigned,"Dinda Palastri M.Farm","Psr. Jaksa No. 572, Pasuruan 76114, Sulteng","Generated Static Data"
P-01427,assigned,"Jarwa Irsad Pratama S.T.","Kpg. Honggowongso No. 715, Kupang 55997, Kalbar","Generated Static Data"
P-01428,assigned,"Paris Oktaviani","Kpg. Pattimura No. 362, Bontang 90816, Banten","Generated Static Data"
P-01429,assigned,"Ira Riyanti S.Pt","Gg. Hang No. 609, Batam 71725, Sumbar","Generated Static Data"
P-01430,assigned,"Jamalia Nuraini","Jr. Ujung No. 762, Bima 18968, Papua","Generated Static Data"
P-01431,assigned,"Hardi Adriansyah S.IP","Ki. Teuku Umar No. 147, Tarakan 33248, Kepri","Generated Static Data"
P-01432,assigned,"Tasdik Waluyo S.E.","Jr. Juanda No. 532, Bau-Bau 35500, Bali","Generated Static Data"
P-01433,assigned,"Lili Mayasari","Dk. S. Parman No. 915, Yogyakarta 56306, Jatim","Generated Static Data"
P-01434,assigned,"Ophelia Palastri","Ki. Lembong No. 985, Tangerang Selatan 28614, Kalsel","Generated Static Data"
P-01435,assigned,"Calista Agustina","Kpg. Kalimantan No. 28, Bitung 60773, Bali","Generated Static Data"
P-01436,assigned,"Gasti Hastuti","Jr. Raden Saleh No. 437, Pekalongan 83619, Sumsel","Generated Static Data"
P-01437,assigned,"Eli Farida S.I.Kom","Psr. Bakhita No. 249, Pariaman 34791, Jambi","Generated Static Data"
P-01438,assigned,"Edward Marpaung","Dk. Radio No. 973, Cilegon 45750, Kepri","Generated Static Data"
P-01439,assigned,"Candrakanta Tamba","Jr. Bakaru No. 181, Metro 42530, DKI","Generated Static Data"
P-01440,assigned,"Wulan Puspita","Ds. Gotong Royong No. 502, Kotamobagu 16448, Sumsel","Generated Static Data"
